0.000000000000000000e+00,1.387400000000000022e-01
1.000000000000000000e+00,9.202000000000000457e-02
2.000000000000000000e+00,8.963999999999999746e-02
3.000000000000000000e+00,8.236000000000000265e-02
4.000000000000000000e+00,7.435999999999999555e-02
5.000000000000000000e+00,7.031999999999999362e-02
6.000000000000000000e+00,6.311999999999999555e-02
7.000000000000000000e+00,6.283999999999999309e-02
8.000000000000000000e+00,6.031999999999999862e-02
9.000000000000000000e+00,6.578000000000000513e-02
1.000000000000000000e+01,6.832000000000000572e-02
1.100000000000000000e+01,5.929999999999999855e-02
1.200000000000000000e+01,6.133999999999999869e-02
1.300000000000000000e+01,6.008000000000000146e-02
1.400000000000000000e+01,5.655999999999999917e-02
1.500000000000000000e+01,5.757999999999999924e-02
1.600000000000000000e+01,5.532000000000000112e-02
1.700000000000000000e+01,6.271999999999999797e-02
1.800000000000000000e+01,6.253999999999999837e-02
1.900000000000000000e+01,7.012000000000000177e-02
2.000000000000000000e+01,6.155999999999999667e-02
2.100000000000000000e+01,5.709999999999999798e-02
2.200000000000000000e+01,6.130000000000000032e-02
2.300000000000000000e+01,5.884000000000000341e-02
2.400000000000000000e+01,6.162000000000000116e-02
2.500000000000000000e+01,6.246000000000000163e-02
2.600000000000000000e+01,6.791999999999999427e-02
2.700000000000000000e+01,5.707999999999999879e-02
2.800000000000000000e+01,5.945999999999999897e-02
2.900000000000000000e+01,6.375999999999999723e-02
3.000000000000000000e+01,6.278000000000000247e-02
3.100000000000000000e+01,6.067999999999999783e-02
3.200000000000000000e+01,6.443999999999999728e-02
3.300000000000000000e+01,6.489999999999999936e-02
3.400000000000000000e+01,5.956000000000000183e-02
3.500000000000000000e+01,6.493999999999999773e-02
3.600000000000000000e+01,6.019999999999999657e-02
3.700000000000000000e+01,6.393999999999999684e-02
3.800000000000000000e+01,6.761999999999999955e-02
3.900000000000000000e+01,6.275999999999999635e-02
4.000000000000000000e+01,6.590000000000000024e-02
4.100000000000000000e+01,6.101999999999999785e-02
4.200000000000000000e+01,6.487999999999999323e-02
4.300000000000000000e+01,6.569999999999999452e-02
4.400000000000000000e+01,6.561999999999999778e-02
4.500000000000000000e+01,6.464000000000000301e-02
4.600000000000000000e+01,6.543999999999999817e-02
4.700000000000000000e+01,6.950000000000000622e-02
4.800000000000000000e+01,6.492000000000000548e-02
4.900000000000000000e+01,6.419999999999999318e-02
5.000000000000000000e+01,6.587999999999999412e-02
5.100000000000000000e+01,6.877999999999999392e-02
5.200000000000000000e+01,6.728000000000000647e-02
5.300000000000000000e+01,7.091999999999999693e-02
5.400000000000000000e+01,6.728000000000000647e-02
5.500000000000000000e+01,6.592000000000000637e-02
5.600000000000000000e+01,7.033999999999999975e-02
5.700000000000000000e+01,6.864000000000000656e-02
5.800000000000000000e+01,6.868000000000000493e-02
5.900000000000000000e+01,6.918000000000000538e-02
6.000000000000000000e+01,6.854000000000000370e-02
6.100000000000000000e+01,7.359999999999999876e-02
6.200000000000000000e+01,7.321999999999999342e-02
6.300000000000000000e+01,7.484000000000000374e-02
6.400000000000000000e+01,7.172000000000000597e-02
6.500000000000000000e+01,7.084000000000000019e-02
6.600000000000000000e+01,6.994000000000000217e-02
6.700000000000000000e+01,6.865999999999999881e-02
6.800000000000000000e+01,7.377999999999999836e-02
6.900000000000000000e+01,7.030000000000000138e-02
7.000000000000000000e+01,6.951999999999999846e-02
7.100000000000000000e+01,7.108000000000000429e-02
7.200000000000000000e+01,7.072000000000000508e-02
7.300000000000000000e+01,7.212000000000000355e-02
7.400000000000000000e+01,7.202000000000000068e-02
7.500000000000000000e+01,7.345999999999999752e-02
7.600000000000000000e+01,7.344000000000000528e-02
7.700000000000000000e+01,7.240000000000000602e-02
7.800000000000000000e+01,7.489999999999999436e-02
7.900000000000000000e+01,7.237999999999999989e-02
8.000000000000000000e+01,7.162000000000000310e-02
8.100000000000000000e+01,7.234000000000000152e-02
8.200000000000000000e+01,7.331999999999999629e-02
8.300000000000000000e+01,7.421999999999999431e-02
8.400000000000000000e+01,7.507999999999999396e-02
8.500000000000000000e+01,7.395999999999999797e-02
8.600000000000000000e+01,7.340000000000000691e-02
8.700000000000000000e+01,7.231999999999999540e-02
8.800000000000000000e+01,7.679999999999999327e-02
8.900000000000000000e+01,7.475999999999999313e-02
9.000000000000000000e+01,7.394000000000000572e-02
9.100000000000000000e+01,7.389999999999999347e-02
9.200000000000000000e+01,7.534000000000000419e-02
9.300000000000000000e+01,7.467999999999999639e-02
9.400000000000000000e+01,7.624000000000000221e-02
9.500000000000000000e+01,7.563999999999999890e-02
9.600000000000000000e+01,8.014000000000000290e-02
9.700000000000000000e+01,7.535999999999999643e-02
9.800000000000000000e+01,7.716000000000000636e-02
9.900000000000000000e+01,7.742000000000000270e-02
